timestamp,open,high,low,close,volume
2024-11-01 00:00:00+00:00,2518.7,2527.5,2517.2,2527.24,487.493332
2024-11-01 00:15:00+00:00,2527.25,2531.26,2524.2,2529.6,591.302693
2024-11-01 00:30:00+00:00,2529.7,2529.87,2522.36,2526.9,516.893713
2024-11-01 00:45:00+00:00,2527.0,2532.62,2524.6,2524.62,515.297915
2024-11-01 01:00:00+00:00,2524.61,2530.45,2523.04,2529.4,413.040454
2024-11-01 01:15:00+00:00,2529.4,2530.78,2518.8,2519.7,533.407508
2024-11-01 01:30:00+00:00,2519.7,2520.16,2492.71,2519.01,4331.216623
2024-11-01 01:45:00+00:00,2519.0,2525.3,2496.6,2501.41,2032.349393
2024-11-01 02:00:00+00:00,2501.41,2505.4,2466.02,2483.8,6763.648578
2024-11-01 02:15:00+00:00,2483.94,2507.0,2482.8,2505.5,1931.424479
2024-11-01 02:30:00+00:00,2505.41,2512.4,2502.78,2506.09,1656.801052
2024-11-01 02:45:00+00:00,2506.14,2512.61,2494.69,2510.19,1049.335259
2024-11-01 03:00:00+00:00,2510.2,2515.69,2508.15,2512.8,658.923041
2024-11-01 03:15:00+00:00,2512.85,2520.0,2511.4,2516.59,672.583108
2024-11-01 03:30:00+00:00,2516.59,2517.69,2504.76,2504.76,669.925526
2024-11-01 03:45:00+00:00,2504.75,2506.64,2498.41,2502.91,819.053546
2024-11-01 04:00:00+00:00,2502.91,2508.31,2502.09,2506.01,433.797883
2024-11-01 04:15:00+00:00,2506.09,2508.76,2501.2,2506.64,293.164569
2024-11-01 04:30:00+00:00,2506.64,2512.59,2505.71,2512.58,295.129109
2024-11-01 04:45:00+00:00,2512.59,2516.2,2510.6,2513.4,307.175579
2024-11-01 05:00:00+00:00,2513.39,2514.94,2509.22,2510.16,169.452595
2024-11-01 05:15:00+00:00,2510.04,2513.2,2507.62,2509.91,366.275928
2024-11-01 05:30:00+00:00,2509.92,2513.0,2508.7,2510.99,450.669403
2024-11-01 05:45:00+00:00,2511.0,2514.18,2508.71,2510.23,523.143345
2024-11-01 06:00:00+00:00,2510.24,2513.2,2500.0,2501.44,738.600636
2024-11-01 06:15:00+00:00,2501.45,2509.06,2501.3,2506.35,604.171696
2024-11-01 06:30:00+00:00,2506.4,2512.02,2503.84,2508.8,712.748985
2024-11-01 06:45:00+00:00,2508.81,2513.42,2500.07,2500.43,762.649145
2024-11-01 07:00:00+00:00,2500.42,2505.65,2485.41,2487.45,2203.931106
2024-11-01 07:15:00+00:00,2487.55,2503.3,2487.26,2501.87,3187.187167
2024-11-01 07:30:00+00:00,2501.87,2507.8,2501.28,2502.51,566.018711
2024-11-01 07:45:00+00:00,2502.51,2507.19,2497.92,2503.9,884.359562
2024-11-01 08:00:00+00:00,2503.91,2508.3,2501.42,2508.28,308.435415
2024-11-01 08:15:00+00:00,2508.29,2515.2,2508.26,2513.06,1112.527205
2024-11-01 08:30:00+00:00,2513.06,2514.98,2503.78,2508.84,1629.334788
2024-11-01 08:45:00+00:00,2508.89,2508.99,2494.42,2500.81,1134.114479
