timestamp,reason,side,price,qty,strategy,symbol,exchange,fee_cost,slippage_pnl,realized_pnl,realized_pnl_total,equity_after
121,order,buy,3351.66384,1.78776276,breakout_atr,ETHUSDT,okx_spot,5.991979797190599,-0.0,-5.991979797190599,-5.991979797190599,9994.00802020281
123,order,sell,3362.58,1.07366319,breakout_atr,ETHUSDT,okx_spot,3.6102783694302,-0.0,8.110000798719947,2.118021001529348,10009.91324616358
124,order,sell,3344.66,0.71409956,breakout_atr,ETHUSDT,okx_spot,2.3884202343496,-0.0,-7.389859296660221,-5.271838295130873,9994.728161634832
132,order,buy,3465.1806899999997,1.75971785,breakout_atr,ETHUSDT,okx_spot,6.097740313668316,-0.0,-6.097740313668316,-11.36957860879919,9988.63042252637
133,order,sell,3314.01,0.71409957,breakout_atr,ETHUSDT,okx_spot,2.3665331159757,-0.0,-110.31745738092334,-121.68703598972253,9720.24612630887
133,order,sell,3394.16,1.04561828,breakout_atr,ETHUSDT,okx_spot,3.5489957412448,-0.0,-77.80952678894464,-199.49656277866717,9800.503436511124
143,order,buy,3475.88051,1.67149006,breakout_atr,ETHUSDT,okx_spot,5.809899722212731,-0.0,-5.809899722212731,-205.3064625008799,9794.693537606117
144,order,sell,3464.01,0.98128529,breakout_atr,ETHUSDT,okx_spot,3.3991820574129004,-0.0,-15.047538842395568,-220.35400134327546,9771.452915957869
145,order,sell,3434.18,0.69020477,breakout_atr,ETHUSDT,okx_spot,2.3702874170386,-13.238127488599888,-17.91405079768944,-238.2680521409649,9748.49381995343
158,order,buy,3599.3665575,2.70568581,breakout_atr,ETHUSDT,okx_spot,9.738755019616299,-0.0,-9.738755019616299,-248.0068071605812,9738.755066585678
161,order,sell,3541.98,2.70568581,breakout_atr,ETHUSDT,okx_spot,9.583485025303801,-0.0,-164.85347810294405,-412.86028526352527,9573.90158667401
161,order,buy,3599.3665575,0.18900275,breakout_atr,ETHUSDT,okx_spot,0.6802901776255331,-0.0,-0.6802901776255331,-413.5405754411508,9573.22129707025
162,order,sell,3575.7,0.18900275,breakout_atr,ETHUSDT,okx_spot,0.675817133175,-0.0,-5.148861583708223,-418.689437024859,9568.072435249876
172,order,buy,3707.0723,0.10633723,breakout_atr,ETHUSDT,okx_spot,0.394199799791729,-0.0,-0.394199799791729,-419.08363682465074,9567.678236763806
172,order,sell,3575.7,0.10633723,breakout_atr,ETHUSDT,okx_spot,0.380230033311,-0.0,-14.349995436982715,-433.4336322616335,9553.328238936045
177,order,buy,3711.08165,0.18076675,breakout_atr,ETHUSDT,okx_spot,0.6708401688551375,-0.0,-0.6708401688551375,-434.1044724304886,9552.657400121007
178,order,sell,3575.7,0.18076675,breakout_atr,ETHUSDT,okx_spot,0.646367667975,-0.0,-25.118868508019006,-459.2233409385076,9527.538530219077
182,order,buy,3710.9214199999997,0.4502499,breakout_atr,ETHUSDT,okx_spot,1.6708419982628577,-0.0,-1.6708419982628577,-460.89418293677045,9525.867689573028
183,order,sell,3575.7,0.4502499,breakout_atr,ETHUSDT,okx_spot,1.6099585674299999,-0.0,-62.49338940189034,-523.3875723386608,9463.374298820527
199,order,buy,3828.99364,0.30144709,breakout_atr,ETHUSDT,okx_spot,1.1542389904065076,-0.0,-1.1542389904065076,-524.5418113290673,9462.220062363056
200,order,sell,3589.06,0.30144709,breakout_atr,ETHUSDT,okx_spot,1.0819116928354,-0.0,-73.40920808322105,-597.9510194122884,9388.810850699776
203,order,buy,3936.02443,0.5792169,breakout_atr,ETHUSDT,okx_spot,2.279811868668867,-0.0,-2.279811868668867,-600.2308312809572,9386.53104230075
203,order,sell,3575.7,0.5792169,breakout_atr,ETHUSDT,okx_spot,2.07110586933,-0.0,-210.77710413788904,-811.0079354188463,9175.75393348931
210,order,buy,3998.9993299999996,1.07145709,breakout_atr,ETHUSDT,okx_spot,4.28475618503375,-0.0,-4.28475618503375,-815.29269160388,9171.469181537268
210,order,sell,3575.7,1.07145709,breakout_atr,ETHUSDT,okx_spot,3.831209116713,-0.0,-457.3782768077141,-1272.670968411594,8714.090899866813
271,order,buy,4061.18489,2.14355802,breakout_atr,ETHUSDT,okx_spot,8.705385441662319,-0.0,-8.705385441662319,-1281.3763538532564,8705.385519279998
271,order,sell,3575.7,0.1286552,breakout_atr,ETHUSDT,okx_spot,0.46003239863999995,-0.0,-62.92018798124456,-1344.2965418345009,7664.260452478192
272,order,sell,3589.06,0.14880282,breakout_atr,ETHUSDT,okx_spot,0.5340622491492001,-0.0,-70.78757723017065,-1415.0841190646715,7690.645492037842
272,order,sell,3994.61,1.8661,breakout_atr,ETHUSDT,okx_spot,7.4543417210000005,75.4650840000001,-207.1548274086362,-1622.2389464733078,8439.988009372344
272,order,buy,4061.18489,0.38883162,breakout_atr,ETHUSDT,okx_spot,1.5791170998982218,-0.0,-1.5791170998982218,-1623.818063573206,8438.408892938194
273,order,buy,3994.61,1.46627323,breakout_atr,ETHUSDT,okx_spot,5.8571897072903,-0.0,-5.8571897072903,-1629.6752532804962,8406.665280235133
273,order,sell,3997.26,0.14880283,breakout_atr,ETHUSDT,okx_spot,0.5948036002458,5.623258945699995,-7.900152980226576,-1637.5754062607227,8410.986504513887
275,order,sell,3938.66,1.70630202,breakout_atr,ETHUSDT,okx_spot,6.7205435140932,-0.0,-125.99814645554174,-1763.5735527162644,8304.276662041793
1676,order,buy,3914.6494399999997,2.11921418,breakout_atr,ETHUSDT,okx_spot,8.295980602977059,-0.0,-8.295980602977059,-1771.8695333192416,8295.980681198711
