timestamp,reason,side,price,qty,strategy,symbol,exchange,fee_cost,slippage_pnl,realized_pnl,realized_pnl_total,equity_after
142,order,buy,2446.0,3.16817242,breakout_vol,ETHUSDT,okx_spot,7.7493497393199995,-0.0,-7.7493497393199995,-7.7493497393199995,9992.250650260681
144,order,sell,2449.05,3.16817242,breakout_vol,ETHUSDT,okx_spot,7.759012665201,-20.371348660600923,22.2752618764005,14.5259121370805,9994.15456347648
3508,order,buy,3975.06,1.12558887,breakout_vol,ETHUSDT,okx_spot,4.4742832935822,-0.0,-4.4742832935822,10.0516288434983,9989.680280182898
3509,order,sell,3986.4,1.12558887,breakout_vol,ETHUSDT,okx_spot,4.487047471368,-1737.6615857286004,1745.9387160430326,1755.990344886531,9997.95741049733
3539,order,buy,3978.96,0.5457769,breakout_vol,ETHUSDT,okx_spot,2.171624454024,-3.6403319230000397,1.4687074689760395,1757.4590523555069,9995.785786043307
3540,order,sell,3968.1,0.5457769,breakout_vol,ETHUSDT,okx_spot,2.16569731689,-832.571745412,824.4789109611099,2581.937963316617,9987.692951592417
3560,order,buy,3984.59,1.33158567,breakout_vol,ETHUSDT,okx_spot,5.3058229448253,-2.7164347667999516,-2.5893881780253483,2579.3485751385915,9982.387128647591
3561,order,sell,3986.54,1.33158567,breakout_vol,ETHUSDT,okx_spot,5.3084195368818,-2055.8617476264,2053.149920146018,4632.49849528461,9979.67530116721
5883,order,buy,3385.66,2.8347272,breakout_vol,ETHUSDT,okx_spot,9.597422491952,-0.0,-9.597422491952,4622.901072792658,9970.077878675258
5884,order,sell,3399.8,0.16522098,breakout_vol,ETHUSDT,okx_spot,0.5617182878039999,-158.14621763640002,159.92072400579565,4782.821796798454,10009.599202995454
5888,order,sell,3388.0,2.66950622,breakout_vol,ETHUSDT,okx_spot,9.044287073360001,-10.090733511600535,7.293090993041229,4790.114887791495,9969.054742526094
6293,order,buy,3648.55,1.62973908,breakout_vol,ETHUSDT,okx_spot,5.946184520334,-0.0,-5.946184520334,4784.168703271161,9963.108558005759
6294,order,sell,3650.55,1.62973908,breakout_vol,ETHUSDT,okx_spot,5.949443998494,-434.04840917640064,431.3584433379067,5215.527146609067,9960.418592167265
6849,order,buy,3282.27,0.50561596,breakout_vol,ETHUSDT,okx_spot,1.6595680970292,-3.503918602799917,1.8443505057707172,5217.371497114837,9958.759024070236
6850,order,sell,3284.67,0.50561596,breakout_vol,ETHUSDT,okx_spot,1.6607815753332,50.33406881799986,-50.78137208933297,5166.590125025505,9958.311720798903
6903,order,buy,3285.69,3.0248933,breakout_vol,ETHUSDT,okx_spot,9.938861666877001,-19.450063918999504,9.511202252122503,5176.101327277627,9948.372859132027
6904,order,sell,3274.11,0.53415118,breakout_vol,ETHUSDT,okx_spot,1.7488697199498,58.81538642979982,-66.7497268141495,5109.351600463478,9911.595724998077
6910,order,sell,3290.82,2.49074212,breakout_vol,ETHUSDT,okx_spot,8.196583983338401,-18.331862003200317,22.91278509546254,5132.26438555894,9945.019441839939
8267,order,buy,3329.4,1.31669405,breakout_vol,ETHUSDT,okx_spot,4.38380117007,-0.0,-4.38380117007,5127.88058438887,9940.635640669869
8268,order,sell,3313.99,1.31669405,breakout_vol,ETHUSDT,okx_spot,4.3635109147595,-40.19866934649966,15.544903121239692,5143.42548751011,9915.98187444461
13546,order,buy,1999.46,2.06927681,breakout_vol,ETHUSDT,okx_spot,4.1374362105226,-8.690962602000093,4.553526391477493,5147.979013901587,9911.844438234086
13547,order,sell,1993.43,1.17404807,breakout_vol,ETHUSDT,okx_spot,2.3403826441801003,1514.5572317421,-1523.9771242483803,3624.0018896532065,9897.026316425607
13573,order,sell,2002.68,0.89522873,breakout_vol,ETHUSDT,okx_spot,1.7928566729964002,-4.458239075400017,5.548018913003767,3629.5499085662104,9903.51432559761
13607,order,buy,2008.0,0.90181588,breakout_vol,ETHUSDT,okx_spot,1.8108462870400002,-8.66645060679991,6.855604319759909,3636.4055128859704,9901.70347936377
13608,order,sell,2008.97,0.90181588,breakout_vol,ETHUSDT,okx_spot,1.8117210484436002,-0.0,-0.9369595594437343,3635.4685533265265,9900.766519728626
13615,order,buy,2016.0,1.75224457,breakout_vol,ETHUSDT,okx_spot,3.53252505312,-0.0,-3.53252505312,3631.9360282734065,9897.233994745806
13615,order,sell,2018.79,0.89522874,breakout_vol,ETHUSDT,okx_spot,1.8072788280246,-18.880374126599925,19.570783524047627,3651.5068117974542,9900.315478295981
13617,order,sell,2015.68,0.85701583,breakout_vol,ETHUSDT,okx_spot,1.7274696682144002,-0.0,-2.0017146946866724,3649.5050971027676,9895.922689365367
13649,order,buy,1991.68,1.55253597,breakout_vol,ETHUSDT,okx_spot,3.0921548407296005,-5.402825175600029,2.3106703348704283,3651.815767437638,9892.830534284636
13650,order,sell,1986.16,0.85701584,breakout_vol,ETHUSDT,okx_spot,1.7021705807743999,25.299107596799985,-31.732005748623486,3620.0837616890144,9882.558365094263
13657,order,sell,2010.0,0.69552013,breakout_vol,ETHUSDT,okx_spot,1.3979954613,-0.5494609026999747,11.89339411404853,3631.977155803063,9897.741569770564
13657,order,buy,2006.02,2.43522103,breakout_vol,ETHUSDT,okx_spot,4.885102090600601,-0.0,-4.885102090600601,3627.0920537124625,9892.856467640162
13658,order,sell,2009.21,0.16149571,breakout_vol,ETHUSDT,okx_spot,0.32447879548909997,-0.0,0.19069252892084831,3627.2827462413834,9900.300343962273
13660,order,sell,1998.64,2.27372533,breakout_vol,ETHUSDT,okx_spot,4.5443583935512,-0.0,-21.32445119506111,3605.9582950463223,9871.722708830623
16206,order,buy,1599.49,1.08193504,breakout_vol,ETHUSDT,okx_spot,1.7305442771296002,-0.0,-1.7305442771296002,3604.227750769193,9869.992164553492
16206,order,sell,1602.69,1.08193504,breakout_vol,ETHUSDT,okx_spot,1.7340064692576003,428.3921790880001,-426.66399342925774,3177.5637573399354,9871.720350212236
16215,order,buy,1607.03,1.02386531,breakout_vol,ETHUSDT,okx_spot,1.6453822691292999,-3.788301647000046,2.1429193778707463,3179.706676717806,9870.074967943106
16215,order,sell,1607.03,1.02386531,breakout_vol,ETHUSDT,okx_spot,1.6453822691292999,400.9558940491001,-402.6012763182294,2777.105400399577,9868.429585673977
16224,order,buy,1619.05,5.05482501,breakout_vol,ETHUSDT,okx_spot,8.1840144324405,-1.7691887535006896,-6.4148256789398115,2770.690574720637,9860.245571241536
16224,order,sell,1619.05,0.16792498,breakout_vol,ETHUSDT,okx_spot,0.271878938869,63.742643158200025,-64.01452209706902,2706.676052623568,9859.973692302667
16238,order,sell,1617.8,4.88690003,breakout_vol,ETHUSDT,okx_spot,7.906026868533999,-0.6352970038994221,-13.37935490213471,2693.2966977214332,9845.959040396632
16254,order,buy,1615.2,2.35032218,breakout_vol,ETHUSDT,okx_spot,3.796240385136,-0.0,-3.796240385136,2689.500457336297,9842.162800011496
16255,order,sell,1617.86,2.35032218,breakout_vol,ETHUSDT,okx_spot,3.8024922421347997,-0.14101933079987175,2.5903840874647392,2692.090841423762,9844.612164768161
17622,order,buy,1838.46,3.55317329,breakout_vol,ETHUSDT,okx_spot,6.532366966733401,-0.0,-6.532366966733401,2685.5584744570288,9838.079797801427
17622,order,sell,1838.89,3.55317329,breakout_vol,ETHUSDT,okx_spot,6.533894831248101,-778.9621803667001,773.956150050152,3459.514624507181,9833.073767484879
21002,order,buy,2501.33,1.661098,breakout_vol,ETHUSDT,okx_spot,4.154954260339999,-0.0,-4.154954260339999,3455.359670246841,9828.91881322454
21002,order,sell,2503.62,1.33372674,breakout_vol,ETHUSDT,okx_spot,3.3391449407988,-1178.9610890903996,1178.6761783842005,4634.0358486310415,9829.38358270374
21002,order,sell,2503.62,0.32737126,breakout_vol,ETHUSDT,okx_spot,0.8196132339612,-167.8825295532,167.81259650463917,4801.848445135681,9828.56396946978
21008,order,buy,2511.33,1.18005642,breakout_vol,ETHUSDT,okx_spot,2.9635110892386,-8.28399606839998,5.320484979161379,4807.168930114842,9825.60045838054
21008,order,sell,2511.33,1.18005642,breakout_vol,ETHUSDT,okx_spot,2.9635110892386,-614.2547683026,611.2912572133614,5418.460187328203,9822.636947291303
21026,order,buy,2528.47,2.68488628,breakout_vol,ETHUSDT,okx_spot,6.7886544123916,-8.108356565599951,1.3197021532083513,5419.779889481411,9815.848292878913
21026,order,sell,2528.47,0.76629765,breakout_vol,ETHUSDT,okx_spot,1.9375606190955,-412.01525747549994,410.07769685640443,5829.8575863378155,9813.910732259816
21027,order,sell,2531.99,1.91858863,breakout_vol,ETHUSDT,okx_spot,4.8578472252737,-1753.9545396596995,1755.8501244120255,7585.707710749841,9815.806317012142
22937,order,buy,2436.12,1.61012473,breakout_vol,ETHUSDT,okx_spot,3.9224570572475996,-0.0,-3.9224570572475996,7581.785253692593,9811.883859954894
22938,order,sell,2433.58,0.61798922,breakout_vol,ETHUSDT,okx_spot,1.5039262060076002,-504.1432458916,501.0696270667922,8082.854880759385,9806.290216934687
22942,order,sell,2439.56,0.99213551,breakout_vol,ETHUSDT,okx_spot,2.4203741047756,-3.274047182999729,4.266619232623962,8087.121499992009,9809.802813179711
22971,order,buy,2437.75,1.37922569,breakout_vol,ETHUSDT,okx_spot,3.3622074257975,-0.0,-3.3622074257975,8083.759292566212,9806.440605753914
22971,order,sell,2438.8,0.99213551,breakout_vol,ETHUSDT,okx_spot,2.4196200817880005,-2.520024195399964,1.1421463991117857,8084.901438965324,9805.469172646626
22974,order,sell,2435.2,0.38709018,breakout_vol,ETHUSDT,okx_spot,0.9426420063359999,-0.0,-1.9297219653358568,8082.971716999988,9803.133005992291
23004,order,buy,2443.45,1.6120444,breakout_vol,ETHUSDT,okx_spot,3.93894988918,-4.707169648000117,0.7682197588201172,8083.739936758808,9799.194056103112
23007,order,sell,2448.3,0.92075091,breakout_vol,ETHUSDT,okx_spot,2.254274452953,-0.0,2.211367460546894,8085.951304219355,9804.758196990158
23018,order,sell,2453.71,0.69129349,breakout_vol,ETHUSDT,okx_spot,1.6962337493478998,-0.0,5.3964374580526995,8091.347741677408,9806.801861021711
23043,order,buy,2438.03,2.74905166,breakout_vol,ETHUSDT,okx_spot,6.7022704186298006,-9.67666184319995,2.9743914245701495,8094.322133101978,9800.099590603082
23047,order,sell,2438.2,2.74905166,breakout_vol,ETHUSDT,okx_spot,6.702737757412001,-5.0032740211992,-1.2321249540142336,8093.090008147963,9793.86419162787
23055,order,buy,2431.58,4.02375414,breakout_vol,ETHUSDT,okx_spot,9.7840800917412,-2.897102980801025,-6.886977110940176,8086.203031037023,9784.08011153613
23055,order,sell,2431.58,2.74905166,breakout_vol,ETHUSDT,okx_spot,6.684539035422801,13.1954479680005,-19.879987003423302,8066.323044033599,9777.395572500707
23056,order,sell,2445.65,1.27470248,breakout_vol,ETHUSDT,okx_spot,3.117476120212,-9.496533476000348,24.31412124938862,8090.637165282988,9792.213160274094
23123,order,buy,2438.29,3.9982678,breakout_vol,ETHUSDT,okx_spot,9.748936394062,-29.427251008000507,19.678314613938507,8110.315479896926,9782.464223880033
23124,order,sell,2446.17,1.47434918,breakout_vol,ETHUSDT,okx_spot,3.6065087336406,-11.750562964600375,19.761925769360097,8130.077405666287,9810.364065410393
23212,order,sell,2437.66,2.52391862,breakout_vol,ETHUSDT,okx_spot,6.1524554632292,-0.0,-7.742524193829451,8122.334881472458,9782.733062490963
23672,order,buy,2513.5,0.8006327,breakout_vol,ETHUSDT,okx_spot,2.01239029145,-1.20094905,-0.8114412414500001,8121.523440231008,9780.720672199514
23673,order,sell,2509.64,0.8006327,breakout_vol,ETHUSDT,okx_spot,2.009299849228,-57.877737882999966,52.77799581177187,8174.30143604278,9775.620930128285
23692,order,buy,2518.79,1.59447333,breakout_vol,ETHUSDT,okx_spot,4.0161434788707,-0.0,-4.0161434788707,8170.285292563909,9771.604786649415
23692,order,sell,2519.02,1.59447333,breakout_vol,ETHUSDT,okx_spot,4.0165102077366,-129.7263501288002,126.07656878696345,8296.361861350873,9767.955005307578
23713,order,buy,2534.47,3.59165188,breakout_vol,ETHUSDT,okx_spot,9.102933940303599,-0.0,-9.102933940303599,8287.25892741057,9758.852071367275
23714,order,sell,2528.4,1.72328592,breakout_vol,ETHUSDT,okx_spot,4.357156120128,-156.9051830160003,142.0876813614719,8429.346608772043,9732.693588335549
23714,order,sell,2528.4,0.92944529,breakout_vol,ETHUSDT,okx_spot,2.350009471236,-84.33786561460022,76.34612323306365,8505.692732005105,9730.343578864313
23715,order,sell,2531.9,0.93892067,breakout_vol,ETHUSDT,okx_spot,2.377253244373,-3.286222345,-1.504057021272747,8504.188674983832,9731.252547964941
