timestamp,reason,side,price,qty,strategy,symbol,exchange,fee_cost,slippage_pnl,realized_pnl,realized_pnl_total,equity_after
125,order,buy,2458.09,0.07022194,mean_reversion,ETHUSDT,okx_spot,0.1726118484946,0.09620405779999233,-0.07640779069460768,-0.07640779069460768,9999.827388151505
129,order,sell,2467.41,0.00694455,mean_reversion,ETHUSDT,okx_spot,0.0171350521155,0.0680565899999981,0.11564474388449608,0.0392369531898884,10000.464721580189
134,order,sell,2475.02,0.06327739,mean_reversion,ETHUSDT,okx_spot,0.15661280579780001,0.01265547799998849,0.927328884902178,0.9665658380920664,10000.789649712291
137,order,buy,2450.41,0.39478887,mean_reversion,ETHUSDT,okx_spot,0.9673945949367,3.3793927271999786,2.4119981322632786,3.378563970355345,9999.822255117355
139,order,buy,2442.8,0.40641388,mean_reversion,ETHUSDT,okx_spot,0.9927878260640002,3.092809626799867,2.100021800735867,5.478585771091212,9995.825123990591
140,order,buy,2431.24,0.00669954,mean_reversion,ETHUSDT,okx_spot,0.0162881896296,0.1093364928000011,0.09304830317040111,5.571634074261613,9986.54693201096
141,order,buy,2414.42,0.21054146,mean_reversion,ETHUSDT,okx_spot,0.5083355118532,5.975166634800023,5.466831122946823,11.038465197208437,9972.449679981308
142,order,buy,2423.95,0.37718898,mean_reversion,ETHUSDT,okx_spot,0.9142872280709999,2.7497076641999865,1.8354204361289865,12.873885633337423,9981.241161690736
143,order,buy,2414.42,0.2061123,mean_reversion,ETHUSDT,okx_spot,0.497641659366,-0.0,-0.497641659366,12.376243973971423,9967.44314011447
144,order,sell,2429.61,1.19883705,mean_reversion,ETHUSDT,okx_spot,2.9127064850505002,6.7854177030003715,0.04116029601246485,12.417404269983887,9988.86094063512
145,order,buy,2424.9,0.04734194,mean_reversion,ETHUSDT,okx_spot,0.114799470306,-0.0,-0.114799470306,12.302604799677887,9986.848444579015
147,order,sell,2430.36,0.25856412,mean_reversion,ETHUSDT,okx_spot,0.6284038946832001,1.2592072644000893,0.2132825784161314,12.515887378094018,9988.678405247532
150,order,buy,2412.69,0.15141741,mean_reversion,ETHUSDT,okx_spot,0.3653232709329,2.3182005470999916,1.9528772761670916,14.46876465426111,9984.9259938906
